위스키명,브랜드,표시가_USD,마일리지할인율_%,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
샤토 무통 로칠드 2019 750ml,5대 샤또,942.5,35.0,942.5,1450.0,35.0,13,0,0.0,0,N,1221:와인/샴페인,5112406,252231000002,https://www.shilladfs.com/estore/kr/ko/p/5112406
"스택스 립 와인셀라, CASK23 카베르네소비뇽 2021 750ml",와인나라,291.04200000000003,30.0,393.3,414.0,5.0,189,0,0.0,6,Y,1221:와인/샴페인,5739942,115431000199,https://www.shilladfs.com/estore/kr/ko/p/5739942
브룩라디 21년 700ml,브룩라디,,,261.25,275.0,5.0,562,0,0.0,6,Y,1220:싱글몰트 위스키,5386813,085131000083,https://www.shilladfs.com/estore/kr/ko/p/5386813
"루이로드레, 컬렉션 246 750ml",에노테카,54.29,39.0,54.29,89.0,39.0,9,0,0.0,6,Y,1221:와인/샴페인,5969506,126931000054,https://www.shilladfs.com/estore/kr/ko/p/5969506
옥토모어 14.2 700ml,브룩라디,,,190.0,190.0,0.0,188,1,10.0,6,Y,1220:싱글몰트 위스키,5900470,085131000112,https://www.shilladfs.com/estore/kr/ko/p/5900470
헤네시 XO 1500ml,헤네시,,,367.5,490.0,25.0,82,0,0.0,5,Y,1213:꼬냑,5786503,086931000130,https://www.shilladfs.com/estore/kr/ko/p/5786503
금문 LIQU 금문고량주 22년 600ml,금문고량주,,,346.5,385.0,10.0,108,3,10.0,6,Y,1216:중국술,5819124,290831000007,https://www.shilladfs.com/estore/kr/ko/p/5819124
아벨라워 아부나흐 700ml,발렌타인,80.5,30.0,80.5,115.0,30.0,181,0,0.0,6,Y,1220:싱글몰트 위스키,5887242,046131000068,https://www.shilladfs.com/estore/kr/ko/p/5887242
보모어 16년 700ml,보모어,,,55.0,110.0,50.0,394,1,10.0,6,Y,1220:싱글몰트 위스키,5524532,114231000053,https://www.shilladfs.com/estore/kr/ko/p/5524532
패트론 아네호 1000ml,패트론,47.329,50.0,89.3,94.0,5.0,323,4,10.0,6,Y,1226:스피릿,3332123,122131000002,https://www.shilladfs.com/estore/kr/ko/p/3332123
화요 적마에디션 750ml,화요,27.84,52.0,46.4,58.0,20.0,64,0,0.0,0,N,1224:한국술,5870138,669331000147,https://www.shilladfs.com/estore/kr/ko/p/5870138
고운달오크 500ml,케이전통주,128.21200000000002,47.0,228.95,241.0,5.0,42,0,0.0,6,Y,1224:한국술,5717423,955331000016,https://www.shilladfs.com/estore/kr/ko/p/5717423
시그나토리 글렌리벳 2006 캐스크 스트렝스 18년 700ml,시그나토리 빈티지,169.423,30.0,228.95,241.0,5.0,428,17,9.88235294,0,N,1220:싱글몰트 위스키,5713581,288631000001,https://www.shilladfs.com/estore/kr/ko/p/5713581
카발란 올로로소 쉐리 솔리스트 1000ml,카발란,171.0,10.0,171.0,190.0,10.0,2451,3,9.33333333,0,N,1220:싱글몰트 위스키,5101467,249031000004,https://www.shilladfs.com/estore/kr/ko/p/5101467
빌까르살몽 브뤼 끌로 생 힐레르 07 750ml,빌까르 살몽,465.11999999999995,35.0,684.0,720.0,5.0,52,0,0.0,6,Y,1221:와인/샴페인,5517697,268331000050,https://www.shilladfs.com/estore/kr/ko/p/5517697
더 글렌그란트 15년 1000ml,더 글렌그란트,61.44,52.0,61.44,128.0,52.0,962,1,10.0,6,Y,1220:싱글몰트 위스키,5173493,257131000002,https://www.shilladfs.com/estore/kr/ko/p/5173493
시크릿 스페이사이드 Caperdonich 21년 700ml,글렌리벳,112.5,55.0,112.5,250.0,55.0,86,0,0.0,6,Y,1220:싱글몰트 위스키,5065825,110431000019,https://www.shilladfs.com/estore/kr/ko/p/5065825
까뮤 EXTRA 730ml,까뮤,243.0,35.0,337.5,375.0,10.0,85,1,10.0,6,Y,1213:꼬냑,5768049,070031000052,https://www.shilladfs.com/estore/kr/ko/p/5768049
시그나토리 쿨일라 2007 캐스크 스트렝스 17년 #3 700ml,시그나토리 빈티지,224.0,30.0,224.0,320.0,30.0,88,0,0.0,6,Y,1220:싱글몰트 위스키,5895329,288631000008,https://www.shilladfs.com/estore/kr/ko/p/5895329
글렌드로낙 29년 1993 캐스크 에디션 #7103 700ml,글렌드로낙,700.0,30.0,700.0,1000.0,30.0,257,0,0.0,0,N,1220:싱글몰트 위스키,5803661,114931000052,https://www.shilladfs.com/estore/kr/ko/p/5803661
우드포드 리저브 Double XO 700ml,우드포드 리저브,96.42500000000001,45.0,166.25,175.0,5.0,568,2,10.0,6,Y,1211:Blended Whisky,5251910,114931000045,https://www.shilladfs.com/estore/kr/ko/p/5251910
토브렉 런릭 2022 750ml,토브렉,164.73,43.0,164.73,289.0,43.0,109,4,10.0,0,N,1221:와인/샴페인,5825115,284831000006,https://www.shilladfs.com/estore/kr/ko/p/5825115
글렌알라키 12년 (24RB) 700ml,글렌알라키,53.660500000000006,50.0,90.95,107.0,15.0,483,0,0.0,6,Y,1220:싱글몰트 위스키,5463343,265631000009,https://www.shilladfs.com/estore/kr/ko/p/5463343
라프로익 33년 스트롱캐릭터즈 700ml,라프로익,626.4,42.0,626.4,1080.0,42.0,175,0,0.0,0,N,1220:싱글몰트 위스키,5513344,114131000040,https://www.shilladfs.com/estore/kr/ko/p/5513344
볼랭저 스페셜 뀌베 브뤼 750ml,볼랭저,71.2,20.0,71.2,89.0,20.0,100,0,0.0,6,Y,1221:와인/샴페인,5804871,292831000001,https://www.shilladfs.com/estore/kr/ko/p/5804871
토브렉 스트루이 2022 750ml,토브렉,32.509,45.0,56.05,59.0,5.0,110,4,9.5,6,Y,1221:와인/샴페인,5523024,284831000003,https://www.shilladfs.com/estore/kr/ko/p/5523024
닷사이 23 페이퍼 박스 720ml,닷사이,,,78.0,78.0,0.0,6,0,0.0,6,Y,1227:기타 주류,5867952,282631000007,https://www.shilladfs.com/estore/kr/ko/p/5867952
글렌알라키 21년 배치5 700mL,글렌알라키,513.114,20.0,610.85,643.0,5.0,314,0,0.0,0,N,1220:싱글몰트 위스키,5744499,265631000016,https://www.shilladfs.com/estore/kr/ko/p/5744499
샤또 딸보 2018 750ml,샤토 딸보,109.44,15.0,121.6,128.0,5.0,103,0,0.0,6,Y,1221:와인/샴페인,5778060,287231000019,https://www.shilladfs.com/estore/kr/ko/p/5778060
페닐로페 바렐 스트렝스 750ml,페닐로페,35.55,55.0,35.55,79.0,55.0,102,0,0.0,0,N,1227:기타 주류,5680511,287531000002,https://www.shilladfs.com/estore/kr/ko/p/5680511
듀어스 더블더블 26년 500ml,듀어스,124.87750000000001,48.0,227.05,239.0,5.0,264,2,10.0,6,Y,1211:블렌디드 위스키,5547655,113531000072,https://www.shilladfs.com/estore/kr/ko/p/5547655
올트모어 23년 CS 한정판 (화이트포트) 700ml,올트모어,327.6075,46.0,574.75,605.0,5.0,196,1,10.0,2,Y,1220:싱글몰트 위스키,5337038,113531000078,https://www.shilladfs.com/estore/kr/ko/p/5337038
옥토모어 16.2 700ml,브룩라디,,,190.0,190.0,0.0,137,0,0.0,6,Y,1220:싱글몰트 위스키,5934208,085131000116,https://www.shilladfs.com/estore/kr/ko/p/5934208
로얄살루트 21년 Peated Blend 700ml,로얄살루트,140.03,30.0,190.0,200.0,5.0,488,3,10.0,6,Y,1211:블렌디드 위스키,5081231,110231000021,https://www.shilladfs.com/estore/kr/ko/p/5081231
분주 30년 500ml,분주,81.2,44.0,81.2,145.0,44.0,705,2,10.0,6,Y,1216:중국술,5104694,067631000035,https://www.shilladfs.com/estore/kr/ko/p/5104694
페리에 주에 벨에포크 750ml,페리에 주에,139.89700000000002,30.0,189.05,199.0,5.0,264,1,10.0,0,N,1221:와인/샴페인,5834768,292731000002,https://www.shilladfs.com/estore/kr/ko/p/5834768
에드라두어 2001 CS 21년 700ml,에드라두어,567.0,10.0,567.0,630.0,10.0,70,0,0.0,6,Y,1220:싱글몰트 위스키,5936484,288631000011,https://www.shilladfs.com/estore/kr/ko/p/5936484
발렌타인 25년 GLENBURGIE 700ml,발렌타인,279.3,30.0,279.3,399.0,30.0,74,0,0.0,6,Y,1220:싱글몰트 위스키,5885749,046131000069,https://www.shilladfs.com/estore/kr/ko/p/5885749
글렌카담 25년 700ml,글렌카담,417.75300000000004,40.0,663.1,698.0,5.0,211,4,10.0,0,N,1220:싱글몰트 위스키,5358801,276531000004,https://www.shilladfs.com/estore/kr/ko/p/5358801
산토리 Chita 700ml,산토리,32.12,56.0,32.12,73.0,56.0,502,3,9.33333333,6,Y,1211:블렌디드 위스키,3740701,114131000009,https://www.shilladfs.com/estore/kr/ko/p/3740701
쿠르부아지에 엑스트라 700ml,쿠르부아지에,276.165,52.0,541.5,570.0,5.0,56,0,0.0,6,Y,1213:꼬냑,5508491,109731000037,https://www.shilladfs.com/estore/kr/ko/p/5508491
"다나 에스테이트, 바소 카베르네 소비뇽 2021 750ml",에노테카,79.92,33.0,108.0,120.0,10.0,38,0,0.0,6,Y,1221:와인/샴페인,5916220,126931000053,https://www.shilladfs.com/estore/kr/ko/p/5916220
페닐로페 아키텍트 750ml,페닐로페,31.05,55.0,31.05,69.0,55.0,80,1,10.0,1,Y,1227:기타 주류,5680192,287531000003,https://www.shilladfs.com/estore/kr/ko/p/5680192
에버펠디 25년 700ml,에버펠디,329.175,40.0,522.5,550.0,5.0,171,0,0.0,3,Y,1220:싱글몰트 위스키,5460729,113531000077,https://www.shilladfs.com/estore/kr/ko/p/5460729
쿠르부아지에 XO 1000ml,쿠르부아지에,130.0,50.0,130.0,260.0,50.0,53,0,0.0,6,Y,1213:꼬냑,5508340,109731000036,https://www.shilladfs.com/estore/kr/ko/p/5508340
글렌알라키 18Y(24RB) 700mL,글렌알라키,182.78949999999998,33.0,257.45,271.0,5.0,294,0,0.0,6,Y,1220:싱글몰트 위스키,5691284,265631000015,https://www.shilladfs.com/estore/kr/ko/p/5691284
화요41도 750ml,케이전통주,19.152000000000005,47.0,34.2,36.0,5.0,65,0,0.0,6,Y,1224:한국술,5717208,955331000003,https://www.shilladfs.com/estore/kr/ko/p/5717208
헤네시 XXO 1000ml,헤네시,,,508.5,565.0,10.0,488,0,0.0,0,N,1213:꼬냑,3374486,086931000054,https://www.shilladfs.com/estore/kr/ko/p/3374486
Old Pulteney 25 Years Old 700ml,올드풀트니,546.0,35.0,546.0,840.0,35.0,33,0,0.0,6,Y,1220:싱글몰트 위스키,5866020,265831000011,https://www.shilladfs.com/estore/kr/ko/p/5866020
페리에 주에 블라종 로제 750ml,페리에 주에,52.725,30.0,71.25,75.0,5.0,107,0,0.0,6,Y,1221:와인/샴페인,5834771,292731000003,https://www.shilladfs.com/estore/kr/ko/p/5834771
발베니 18년 페드로 히메네즈(PX) 셰리 캐스크 빅토 응아이 에디션 700ml,발베니,168.97,39.0,168.97,277.0,39.0,14,0,0.0,6,Y,1220:싱글몰트 위스키,5967021,112231000056,https://www.shilladfs.com/estore/kr/ko/p/5967021
더 글렌리벳 21년 700ml,글렌리벳,184.186,30.0,248.9,262.0,5.0,36,0,0.0,0,N,1220:싱글몰트 위스키,5948827,110431000029,https://www.shilladfs.com/estore/kr/ko/p/5948827
까뮤 싱글 서브 30ml*6,까뮤,141.68,54.0,141.68,308.0,54.0,53,0,0.0,6,Y,1213:꼬냑,5591821,070031000051,https://www.shilladfs.com/estore/kr/ko/p/5591821
벤리악 30년 700ml,벤리악,492.0,40.0,492.0,820.0,40.0,166,0,0.0,6,Y,1220:싱글몰트 위스키,5719581,114931000050,https://www.shilladfs.com/estore/kr/ko/p/5719581
더 패밀리 캐스크스 2007_S23 700ml,글렌파클라스,245.52,38.0,245.52,396.0,38.0,126,0,0.0,2,Y,1220:싱글몰트 위스키,5548860,265931000010,https://www.shilladfs.com/estore/kr/ko/p/5548860
클라세 아줄 테킬라 플라타 750ml,클라세 아줄,136.458,20.0,162.45,171.0,5.0,206,2,10.0,6,Y,1226:스피릿,5501844,282931000001,https://www.shilladfs.com/estore/kr/ko/p/5501844
아케시 하쿠로 700ml,아케시,287.84999999999997,43.0,479.75,505.0,5.0,144,0,0.0,4,Y,1220:싱글몰트 위스키,5372473,276131000003,https://www.shilladfs.com/estore/kr/ko/p/5372473
케이머스 스페셜 셀렉션 카버네 소비뇽 2020 750ml,케이머스,161.49999999999997,35.0,237.5,250.0,5.0,55,0,0.0,6,Y,1221:와인/샴페인,5885468,268331000083,https://www.shilladfs.com/estore/kr/ko/p/5885468
올트모어 21년 (COLHEITA)700ml,올트모어,275.50000000000006,45.0,475.0,500.0,5.0,125,1,10.0,0,N,1220:싱글몰트 위스키,5460669,113531000069,https://www.shilladfs.com/estore/kr/ko/p/5460669
싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드 1000ml,싱글톤,51.7275,48.0,94.05,99.0,5.0,77,1,10.0,6,Y,1220:싱글몰트 위스키,5478855,111231000045,https://www.shilladfs.com/estore/kr/ko/p/5478855
글렌피딕 26년 GC 700ml,글렌피딕,458.9,35.0,458.9,706.0,35.0,1026,8,10.0,6,Y,1220:싱글몰트 위스키,5105340,082331000038,https://www.shilladfs.com/estore/kr/ko/p/5105340
조니워커 블랙 1000ml,조니워커,30.324000000000005,46.0,53.2,56.0,5.0,952,8,10.0,6,Y,1211:블렌디드 위스키,26127,046331000006,https://www.shilladfs.com/estore/kr/ko/p/26127
벤리악 25년 1997 캐스크 에디션 700ml,벤리악,250.8,48.0,456.0,480.0,5.0,801,14,9.71428571,0,N,1220:싱글몰트 위스키,5337400,114931000049,https://www.shilladfs.com/estore/kr/ko/p/5337400
아케시 케이칫수 700ml,아케시,249.97500000000002,51.0,454.5,505.0,10.0,152,0,0.0,1,Y,1220:싱글몰트 위스키,5372474,276131000001,https://www.shilladfs.com/estore/kr/ko/p/5372474
로얄살루트 21년 1000ml,로얄살루트,175.73765,30.0,238.45,251.0,5.0,901,3,10.0,6,Y,1211:블렌디드 위스키,5170470,110231000019,https://www.shilladfs.com/estore/kr/ko/p/5170470
고든앤맥패일 코노세어초이스 하이랜드 파크 1998 25년 700ml,고든 앤 맥패일,305.558,35.0,449.35,473.0,5.0,209,0,0.0,0,N,1220:싱글몰트 위스키,5677224,115431000188,https://www.shilladfs.com/estore/kr/ko/p/5677224
루이 로드레 크리스탈 2016 750ml,루이 로드레 크리스탈,304.912,35.0,448.4,472.0,5.0,244,0,0.0,6,Y,1221:와인/샴페인,5818992,126931000049,https://www.shilladfs.com/estore/kr/ko/p/5818992
발베니 11년 헝가리안 캐스크 700ml,발베니,63.8,42.0,63.8,110.0,42.0,653,3,9.33333333,6,Y,1220:싱글몰트 위스키,5526820,112231000036,https://www.shilladfs.com/estore/kr/ko/p/5526820
까뮤 보더리 로얄 뱅킷 700ml,까뮤,219.45,45.0,219.45,399.0,45.0,95,0,0.0,6,Y,1213:꼬냑,5777599,070031000053,https://www.shilladfs.com/estore/kr/ko/p/5777599
시크릿 스페이사이드 Caperdonich 21년 Peated 700ml,글렌리벳,145.0,50.0,145.0,290.0,50.0,64,1,2.0,6,Y,1220:싱글몰트 위스키,5065826,110431000021,https://www.shilladfs.com/estore/kr/ko/p/5065826
샤보 30년 750ml,샤보,226.57500000000002,50.0,427.5,450.0,5.0,165,1,10.0,4,Y,1227:기타 주류,5130575,109131000031,https://www.shilladfs.com/estore/kr/ko/p/5130575
더 패밀리 캐스크스 2006_S24 700ml,글렌파클라스,288.116,35.0,423.7,446.0,5.0,126,0,0.0,0,N,1220:싱글몰트 위스키,5548855,265931000012,https://www.shilladfs.com/estore/kr/ko/p/5548855
NEW 올트모어 25년 (1st Fill 올로로소 쉐리) 500ml,올트모어,231.46750000000003,48.0,420.85,443.0,5.0,141,2,10.0,6,Y,1220:싱글몰트 위스키,5560833,113531000085,https://www.shilladfs.com/estore/kr/ko/p/5560833
프라팡 XO VIP 700ml,프라팡,180.88,35.0,266.0,280.0,5.0,124,0,0.0,6,Y,1213:꼬냑,5515186,268331000047,https://www.shilladfs.com/estore/kr/ko/p/5515186
미야기쿄 싱글 몰트 그란데 700ml,닛카 위스키,87.78,20.0,104.5,110.0,5.0,138,2,10.0,6,Y,1220:싱글몰트 위스키,5804865,292531000001,https://www.shilladfs.com/estore/kr/ko/p/5804865
파 니엔테 나파 밸리 카버네 소비뇽 2022 750ml,파 니엔테,142.11999999999998,35.0,209.0,220.0,5.0,177,0,0.0,6,Y,1221:와인/샴페인,5790189,268331000074,https://www.shilladfs.com/estore/kr/ko/p/5790189
더 글렌리벳 16년 1000ml,글렌리벳,58.65,49.0,58.65,115.0,49.0,97,0,0.0,6,Y,1220:싱글몰트 위스키,5828029,110431000036,https://www.shilladfs.com/estore/kr/ko/p/5828029
러셀 리저브 10년 750ml,와일드터키,23.94,40.0,38.0,40.0,5.0,80,0,0.0,6,Y,1227:기타 주류,5898920,257231000014,https://www.shilladfs.com/estore/kr/ko/p/5898920
귀주 마오타이 말띠 500ml,마오타이,402.0,40.0,402.0,670.0,40.0,6,0,0.0,6,Y,1216:중국술,5966496,194431000023,https://www.shilladfs.com/estore/kr/ko/p/5966496
금문 LIQU 금문고량주 15년 600ml,금문고량주,,,200.7,223.0,10.0,61,1,10.0,6,Y,1216:중국술,5819129,290831000006,https://www.shilladfs.com/estore/kr/ko/p/5819129
로얄살루트 마이애미 폴로 에디션 700ml,로얄살루트,147.73165,30.0,200.45,211.0,5.0,355,1,10.0,6,Y,1211:블렌디드 위스키,5563230,110231000040,https://www.shilladfs.com/estore/kr/ko/p/5563230
부나하벤 크루아모나 1000ml,부나하벤,51.84,46.0,86.4,96.0,10.0,231,1,8.0,6,Y,1220:싱글몰트 위스키,5229281,265331000002,https://www.shilladfs.com/estore/kr/ko/p/5229281
조니워커 골드 리저브 1000ml,조니워커,47.52,46.0,79.2,88.0,10.0,102,2,9.0,6,Y,1211:블렌디드 위스키,5667234,046331000062,https://www.shilladfs.com/estore/kr/ko/p/5667234
테일러 2003 빈티지 포트 750ml,테일러스 포트 와인,81.282,41.0,131.1,138.0,5.0,140,0,0.0,6,Y,1221:와인/샴페인,5550055,280631000004,https://www.shilladfs.com/estore/kr/ko/p/5550055
뉴리프 8년 버번 750ml,뉴리프,98.0,0.0,98.0,98.0,0.0,132,1,10.0,6,Y,1211:블렌디드 위스키,5917129,295531000003,https://www.shilladfs.com/estore/kr/ko/p/5917129
잭다니엘 싱글배럴 100프루프 700ml,잭다니엘,37.468,45.0,64.6,68.0,5.0,489,0,0.0,6,Y,1211:블렌디드 위스키,5429236,114931000058,https://www.shilladfs.com/estore/kr/ko/p/5429236
볼랭저 라 그랑 아네 2015 750ml,볼랭저,199.2,20.0,199.2,249.0,20.0,92,0,0.0,6,Y,1221:와인/샴페인,5804872,292831000003,https://www.shilladfs.com/estore/kr/ko/p/5804872
앙리 지로 에스프리 750ml,앙리 지로,54.27,33.0,54.27,81.0,33.0,413,3,10.0,6,Y,1221:와인/샴페인,5531347,250231000006,https://www.shilladfs.com/estore/kr/ko/p/5531347
글렌파클라스 105 1000ml,글렌파클라스,75.411,40.0,119.7,126.0,5.0,652,0,0.0,6,Y,1220:싱글몰트 위스키,5226622,265931000001,https://www.shilladfs.com/estore/kr/ko/p/5226622
발렌타인 23년 GLENTAUCHERS 700ml,발렌타인,183.4,30.0,183.4,262.0,30.0,196,1,10.0,6,Y,1220:싱글몰트 위스키,5068900,046131000046,https://www.shilladfs.com/estore/kr/ko/p/5068900
글렌알라키 17Y 미즈나라 700mL,글렌알라키,296.02000000000004,22.0,361.0,380.0,5.0,878,11,9.63636364,0,N,1220:싱글몰트 위스키,5744591,265631000017,https://www.shilladfs.com/estore/kr/ko/p/5744591
하이랜드 파크 WOLF 14년 1000ml ,하이랜드 파크,45.9,54.0,90.0,100.0,10.0,185,0,0.0,6,Y,1220:싱글몰트 위스키,5145172,112031000019,https://www.shilladfs.com/estore/kr/ko/p/5145172
고든앤맥패일 디스틸러리 링크우드 25년 700ml,고든 앤 맥패일,244.188,35.0,359.1,378.0,5.0,74,0,0.0,0,N,1220:싱글몰트 위스키,5677238,115431000187,https://www.shilladfs.com/estore/kr/ko/p/5677238
레미마틴 VSOP 2026 CNY 1000ml,레미마틴,44.88,56.0,44.88,102.0,56.0,20,0,0.0,6,Y,1213:꼬냑,5885912,085131000111,https://www.shilladfs.com/estore/kr/ko/p/5885912
발베니 클래식 VAP 700ml,발베니,59.59,41.0,59.59,101.0,41.0,174,1,10.0,0,N,1220:싱글몰트 위스키,5516906,112231000039,https://www.shilladfs.com/estore/kr/ko/p/5516906
돈훌리오 아네호 750ml,돈훌리오,44.88,47.0,51.0,85.0,40.0,222,2,10.0,6,Y,1226:스피릿,5296322,254931000004,https://www.shilladfs.com/estore/kr/ko/p/5296322
시그나토리 글렌기어리 2011 12년 스몰배치 #14 700ml,시그나토리 빈티지,59.5,50.0,59.5,119.0,50.0,209,3,10.0,6,Y,1220:싱글몰트 위스키,5788002,288631000004,https://www.shilladfs.com/estore/kr/ko/p/5788002
페넬로페 리오 750ml,페닐로페,183.6,10.0,183.6,204.0,10.0,107,0,0.0,6,Y,1220:싱글몰트 위스키,5905723,287531000012,https://www.shilladfs.com/estore/kr/ko/p/5905723
조니워커 더블 블랙 1000ml,조니워커,32.16,52.0,32.16,67.0,52.0,539,3,9.33333333,6,Y,1211:블렌디드 위스키,3625938,046331000029,https://www.shilladfs.com/estore/kr/ko/p/3625938
페넬로페 하바나 750ml,페닐로페,183.6,10.0,183.6,204.0,10.0,30,0,0.0,6,Y,1211:블렌디드 위스키,5970311,287531000016,https://www.shilladfs.com/estore/kr/ko/p/5970311
발렌타인 21년 500ml,발렌타인,84.71815,30.0,114.95,121.0,5.0,105,0,0.0,6,Y,1211:블렌디드 위스키,5900540,046131000065,https://www.shilladfs.com/estore/kr/ko/p/5900540
샴페인 빌까르 살몽 르 리저브 750ml,빌까르 살몽,58.13999999999999,35.0,85.5,90.0,5.0,35,0,0.0,6,Y,1221:와인/샴페인,5874269,268331000081,https://www.shilladfs.com/estore/kr/ko/p/5874269
Balblair 21 Years Old 700ml,발블레어,208.62,45.0,342.0,380.0,10.0,38,0,0.0,0,N,1220:싱글몰트 위스키,5865412,265731000008,https://www.shilladfs.com/estore/kr/ko/p/5865412
[박스이염] 와일드터키 마스터스 킵 보야지 750ml,와일드터키,84.5,35.0,84.5,130.0,35.0,53,0,0.0,0,N,1227:기타 주류,5834860,257231000013,https://www.shilladfs.com/estore/kr/ko/p/5834860
잭다니엘 Tennessee Apple 1000ml,잭다니엘,17.29,51.0,33.25,35.0,5.0,540,15,9.2,6,Y,1211:블렌디드 위스키,5303578,114931000044,https://www.shilladfs.com/estore/kr/ko/p/5303578
잭다니엘 블랙라벨 1000ml,잭다니엘,18.62,47.0,33.25,35.0,5.0,670,9,9.55555556,6,Y,1211:블렌디드 위스키,5070932,114931000001,https://www.shilladfs.com/estore/kr/ko/p/5070932
